t,rhoc,errD,Mb,q00,q20,q22,vatm
140.474,1.2802080729e-03,6.791040e-04,1.5058475844e+00,1.5058262026e+00,-1.2214224250e-14,-2.8529216499e-15,0.0000e+00
141.500,1.2801332475e-03,6.338547e-04,1.5058475673e+00,1.5058261867e+00,-1.0548713528e-14,8.1848506172e-16,0.0000e+00
142.525,1.2800667527e-03,5.932485e-04,1.5058475496e+00,1.5058261702e+00,2.0085295902e-15,-1.9663695335e-15,0.0000e+00
143.550,1.2800077549e-03,5.565569e-04,1.5058475316e+00,1.5058261531e+00,-1.7531640521e-15,1.4392157505e-16,0.0000e+00
144.576,1.2799552746e-03,5.229892e-04,1.5058475132e+00,1.5058261356e+00,-1.4237020225e-14,8.3634729251e-16,0.0000e+00
145.601,1.2799081947e-03,4.918451e-04,1.5058474946e+00,1.5058261178e+00,7.3287638813e-15,1.4136307392e-15,0.0000e+00
146.627,1.2798652078e-03,4.626693e-04,1.5058474761e+00,1.5058260999e+00,-1.6682709964e-15,1.3307955333e-16,0.0000e+00
147.652,1.2798247540e-03,4.353859e-04,1.5058474575e+00,1.5058260821e+00,4.9507832787e-15,-2.3825947475e-15,0.0000e+00
148.677,1.2797850424e-03,4.104027e-04,1.5058474391e+00,1.5058260644e+00,-2.7313583054e-15,-2.0321263952e-15,0.0000e+00
149.703,1.2797442389e-03,3.886703e-04,1.5058474210e+00,1.5058260469e+00,2.5289463772e-16,-2.0727026615e-15,0.0000e+00
150.728,1.2797008392e-03,3.716600e-04,1.5058474032e+00,1.5058260299e+00,-9.0173862848e-15,-1.4100925038e-15,0.0000e+00
151.753,1.2796541481e-03,3.611974e-04,1.5058473859e+00,1.5058260133e+00,8.7915695422e-15,-1.9157372920e-15,0.0000e+00
152.779,1.2796047182e-03,3.590891e-04,1.5058473690e+00,1.5058259973e+00,4.3173111433e-15,-2.0385231881e-15,0.0000e+00
153.804,1.2795545722e-03,3.666035e-04,1.5058473528e+00,1.5058259819e+00,4.2085250306e-15,1.4415489452e-15,0.0000e+00
