t,rhoc,errD,Mb,fd_fraction,vatm
163.875,1.2796072865e-03,1.316673e-03,1.5061786239e+00,0.0952,3.3986e-04
164.493,1.2794602431e-03,1.355548e-03,1.5061786239e+00,0.0952,3.3565e-04
165.111,1.2793152137e-03,1.398746e-03,1.5061786239e+00,0.0952,5.6130e-04
165.730,1.2791758577e-03,1.446205e-03,1.5061786239e+00,0.0952,9.6957e-04
166.348,1.2790458389e-03,1.497340e-03,1.5061786239e+00,0.0952,1.5161e-03
166.967,1.2789287032e-03,1.550911e-03,1.5061786239e+00,0.0952,2.1552e-03
167.585,1.2788277506e-03,1.605024e-03,1.5061786239e+00,0.0952,2.8407e-03
168.203,1.2787459164e-03,1.657271e-03,1.5061786239e+00,0.0952,3.5340e-03
168.822,1.2786856766e-03,1.705121e-03,1.5061786239e+00,0.0952,4.2899e-03
169.440,1.2786489898e-03,1.745936e-03,1.5061786239e+00,0.0952,5.1739e-03
170.059,1.2786372800e-03,1.777064e-03,1.5061786239e+00,0.0952,6.2282e-03
170.677,1.2786514572e-03,1.797286e-03,1.5061786239e+00,0.0952,7.4566e-03
171.295,1.2786919618e-03,1.806437e-03,1.5061786239e+00,0.0952,8.8381e-03
171.914,1.2787588144e-03,1.805001e-03,1.5061786239e+00,0.0952,1.0337e-02
172.532,1.2788516486e-03,1.793763e-03,1.5061786239e+00,0.0952,1.1855e-02
173.150,1.2789697103e-03,1.773254e-03,1.5061786239e+00,0.0952,1.3295e-02
173.769,1.2791118135e-03,1.744318e-03,1.5061786239e+00,0.0952,1.4648e-02
174.387,1.2792762555e-03,1.708303e-03,1.5061786239e+00,0.0952,1.5898e-02
175.006,1.2794607067e-03,1.666766e-03,1.5061786239e+00,0.0952,1.7017e-02
175.624,1.2796620981e-03,1.621343e-03,1.5061786239e+00,0.0952,1.7966e-02
176.242,1.2798765356e-03,1.573639e-03,1.5061786239e+00,0.0952,1.8703e-02
176.861,1.2800992691e-03,1.525118e-03,1.5061786239e+00,0.0952,1.9180e-02
177.479,1.2803247369e-03,1.476257e-03,1.5061786239e+00,0.0952,1.9341e-02
178.098,1.2805466976e-03,1.427387e-03,1.5061786239e+00,0.0952,1.9140e-02
178.716,1.2807584494e-03,1.380137e-03,1.5061786239e+00,0.0952,1.8504e-02
179.334,1.2809531251e-03,1.336109e-03,1.5061786239e+00,0.0952,1.7389e-02
179.953,1.2811240400e-03,1.296856e-03,1.5061786239e+00,0.0952,1.5804e-02
180.571,1.2812650600e-03,1.263990e-03,1.5061786239e+00,0.0952,1.3828e-02
181.190,1.2813709573e-03,1.239512e-03,1.5061786239e+00,0.0952,1.1639e-02
181.808,1.2814377158e-03,1.225919e-03,1.5061786239e+00,0.0952,9.5270e-03
182.426,1.2814627601e-03,1.218183e-03,1.5061786239e+00,0.0952,7.6920e-03
