t,rhoc,errD,Mb,q00,q20,q22,vatm
165.031,1.2789346584e-03,1.078358e-03,1.5062479280e+00,1.5062471368e+00,-7.0668988225e-03,-4.6908898763e-15,1.1175e-01
166.076,1.2789844634e-03,1.057532e-03,1.5062481875e+00,1.5062473963e+00,-9.0313280873e-03,8.8064366342e-16,7.2262e-02
167.120,1.2790536206e-03,1.027915e-03,1.5062484439e+00,1.5062476527e+00,-1.0971947084e-02,2.8459408408e-15,6.9905e-02
168.165,1.2791408906e-03,9.913365e-04,1.5062486426e+00,1.5062478514e+00,-1.2882738690e-02,-2.0016175008e-15,6.6909e-02
169.209,1.2792440679e-03,9.501275e-04,1.5062488184e+00,1.5062480270e+00,-1.4758826082e-02,1.6311542253e-15,6.3538e-02
170.254,1.2793601840e-03,9.073480e-04,1.5062489531e+00,1.5062481617e+00,-1.6595228537e-02,1.3151666317e-15,6.1360e-02
171.298,1.2794858468e-03,8.669630e-04,1.5062490808e+00,1.5062482894e+00,-1.8380271788e-02,-4.6966189837e-15,6.6168e-02
172.343,1.2796176536e-03,8.333188e-04,1.5062492274e+00,1.5062484358e+00,-2.0105505562e-02,6.7207099189e-15,7.3332e-02
173.387,1.2797526215e-03,8.109931e-04,1.5062493805e+00,1.5062485888e+00,-2.1768647685e-02,2.7288639226e-15,8.0302e-02
174.432,1.2798885962e-03,8.043034e-04,1.5062495716e+00,1.5062487798e+00,-2.3356136820e-02,1.4451153333e-15,8.7076e-02
175.476,1.2800246058e-03,8.164261e-04,1.5062498551e+00,1.5062490632e+00,-2.4856541683e-02,4.5885254596e-16,9.3654e-02
176.521,1.2801610865e-03,8.486403e-04,1.5062502263e+00,1.5062494344e+00,-2.6268265522e-02,-7.8020428217e-16,1.0004e-01
177.565,1.2802998695e-03,8.999897e-04,1.5062507223e+00,1.5062499303e+00,-2.7569619181e-02,1.2819745276e-15,1.0506e-01
178.610,1.2804438636e-03,9.679470e-04,1.5062513234e+00,1.5062505313e+00,-2.8758887138e-02,1.3619576323e-15,1.1131e-01
179.654,1.2805964824e-03,1.048786e-03,1.5062521836e+00,1.5062513914e+00,-2.9813761857e-02,3.2773907262e-15,1.1802e-01
180.699,1.2807609654e-03,1.138918e-03,1.5062531884e+00,1.5062523962e+00,-3.0756487320e-02,-1.2991672089e-16,1.2438e-01
181.743,1.2809397672e-03,1.234690e-03,1.5062543042e+00,1.5062535118e+00,-3.1568732768e-02,-3.5314748925e-15,1.3036e-01
182.788,1.2811341044e-03,1.332399e-03,1.5062555849e+00,1.5062547924e+00,-3.2240587156e-02,1.6966771710e-15,1.3644e-01
183.832,1.2813436379e-03,1.428355e-03,1.5062569581e+00,1.5062561655e+00,-3.2778387823e-02,6.9067839216e-16,1.4428e-01
184.877,1.2815661757e-03,1.519118e-03,1.5062586255e+00,1.5062578328e+00,-3.3201502627e-02,-7.3488142014e-16,1.5105e-01
