t,rhoc_rel,errD,Snorm,Mb_rel,vatm,rstar_R
115.54,-3.48310980e-05,3.837113e-04,2.745887e-07,-9.9698027611e-14,0.0000e+00,0.9687
116.11,-3.50654625e-05,3.853012e-04,2.748798e-07,-1.0036416143e-13,0.0000e+00,0.9687
116.68,-3.51945651e-05,3.868541e-04,2.750978e-07,-1.0114131754e-13,0.0000e+00,0.9687
117.26,-3.52657507e-05,3.883696e-04,2.752475e-07,-1.0147438445e-13,0.0000e+00,0.9687
117.83,-3.53522848e-05,3.898467e-04,2.753332e-07,-1.0191847366e-13,0.0000e+00,0.9687
118.40,-3.55373617e-05,3.912842e-04,2.753583e-07,-1.0280665208e-13,0.0000e+00,0.9687
118.97,-3.58950414e-05,3.926811e-04,2.753258e-07,-1.0358380820e-13,0.0000e+00,0.9687
119.54,-3.64726525e-05,3.940364e-04,2.752381e-07,-1.0424994201e-13,0.0000e+00,0.9687
120.12,-3.72786551e-05,3.953503e-04,2.750981e-07,-1.0447198662e-13,0.0000e+00,0.9687
120.69,-3.82785442e-05,3.966236e-04,2.749085e-07,-1.0524914273e-13,0.0000e+00,0.9687
121.26,-3.93995198e-05,3.978580e-04,2.746729e-07,-1.0647038806e-13,0.0000e+00,0.9687
121.83,-4.05428130e-05,3.990556e-04,2.743957e-07,-1.0691447727e-13,0.0000e+00,0.9687
122.40,-4.16011164e-05,4.002190e-04,2.740823e-07,-1.0791367799e-13,0.0000e+00,0.9687
122.98,-4.24777516e-05,4.013501e-04,2.737393e-07,-1.0869083411e-13,0.0000e+00,0.9687
123.55,-4.31040747e-05,4.024503e-04,2.733737e-07,-1.0969003483e-13,0.0000e+00,0.9687
124.12,-4.34520937e-05,4.035201e-04,2.729930e-07,-1.1024514635e-13,0.0000e+00,0.9687
124.69,-4.35402070e-05,4.045590e-04,2.726038e-07,-1.1057821325e-13,0.0000e+00,0.9687
125.26,-4.34311685e-05,4.055662e-04,2.722122e-07,-1.1146639167e-13,0.0000e+00,0.9687
125.84,-4.32226549e-05,4.065405e-04,2.718226e-07,-1.1235457009e-13,0.0000e+00,0.9687
126.41,-4.30319928e-05,4.074813e-04,2.714388e-07,-1.1324274851e-13,0.0000e+00,0.9687
126.98,-4.29775294e-05,4.083886e-04,2.710635e-07,-1.1346479312e-13,0.0000e+00,0.9687
127.55,-4.31596884e-05,4.092630e-04,2.706994e-07,-1.1413092693e-13,0.0000e+00,0.9687
128.12,-4.36448326e-05,4.101058e-04,2.703490e-07,-1.1457501614e-13,0.0000e+00,0.9687
128.70,-4.44546252e-05,4.109187e-04,2.700155e-07,-1.1524114996e-13,0.0000e+00,0.9687
129.27,-4.55626624e-05,4.117032e-04,2.697022e-07,-1.1590728377e-13,0.0000e+00,0.9687
129.84,-4.68988931e-05,4.124606e-04,2.694127e-07,-1.1646239528e-13,0.0000e+00,0.9687
130.41,-4.83609481e-05,4.131917e-04,2.691504e-07,-1.1746159601e-13,0.0000e+00,0.9687
130.98,-4.98302615e-05,4.138969e-04,2.689182e-07,-1.1857181903e-13,0.0000e+00,0.9687
131.56,-5.11900341e-05,4.145765e-04,2.687184e-07,-1.1912693054e-13,0.0000e+00,0.9687
132.13,-5.23418524e-05,4.152311e-04,2.685524e-07,-1.2001510896e-13,0.0000e+00,0.9687
132.70,-5.32181742e-05,4.158613e-04,2.684209e-07,-1.2001510896e-13,0.0000e+00,0.9687
133.27,-5.37888325e-05,4.164682e-04,2.683240e-07,-1.2156942120e-13,0.0000e+00,0.9687
133.84,-5.40609532e-05,4.170532e-04,2.682614e-07,-1.2201351041e-13,0.0000e+00,0.9687
134.42,-5.40729503e-05,4.176176e-04,2.682325e-07,-1.2279066652e-13,0.0000e+00,0.9687
134.99,-5.38842743e-05,4.181623e-04,2.682360e-07,-1.2356782264e-13,0.0000e+00,0.9687
135.56,-5.35631629e-05,4.186880e-04,2.682704e-07,-1.2423395646e-13,0.0000e+00,0.9687
136.13,-5.31747076e-05,4.191946e-04,2.683334e-07,-1.2534417948e-13,0.0000e+00,0.9687
136.70,-5.27711689e-05,4.196817e-04,2.684221e-07,-1.2545520178e-13,0.0000e+00,0.9687
137.28,-5.23857997e-05,4.201488e-04,2.685328e-07,-1.2634338020e-13,0.0000e+00,0.9687
137.85,-5.20306453e-05,4.205956e-04,2.686616e-07,-1.2689849171e-13,0.0000e+00,0.9687
138.42,-5.16980670e-05,4.210223e-04,2.688040e-07,-1.2845280395e-13,0.0000e+00,0.9687
138.99,-5.13651820e-05,4.214299e-04,2.689558e-07,-1.2911893776e-13,0.0000e+00,0.9687
139.56,-5.10000903e-05,4.218200e-04,2.691131e-07,-1.2956302697e-13,0.0000e+00,0.9687
140.14,-5.05686641e-05,4.221950e-04,2.692725e-07,-1.3000711618e-13,0.0000e+00,0.9687
140.71,-5.00407657e-05,4.225574e-04,2.694311e-07,-1.3078427230e-13,0.0000e+00,0.9687
141.28,-4.93950028e-05,4.229097e-04,2.695867e-07,-1.3167245072e-13,0.0000e+00,0.9687
141.85,-4.86214626e-05,4.232538e-04,2.697374e-07,-1.3189449533e-13,0.0000e+00,0.9687
142.42,-4.77222530e-05,4.235912e-04,2.698813e-07,-1.3267165144e-13,0.0000e+00,0.9687
143.00,-4.67100620e-05,4.239222e-04,2.700165e-07,-1.3389289677e-13,0.0000e+00,0.9687
143.57,-4.56052677e-05,4.242464e-04,2.701411e-07,-1.3400391907e-13,0.0000e+00,0.9687
144.14,-4.44323383e-05,4.245630e-04,2.702525e-07,-1.3544720900e-13,0.0000e+00,0.9687
144.71,-4.32163053e-05,4.248706e-04,2.703483e-07,-1.3611334282e-13,0.0000e+00,0.9687
145.28,-4.19799691e-05,4.251679e-04,2.704258e-07,-1.3711254354e-13,0.0000e+00,0.9687
145.86,-4.07422347e-05,4.254539e-04,2.704823e-07,-1.3766765505e-13,0.0000e+00,0.9687
146.43,-3.95176437e-05,4.257280e-04,2.705157e-07,-1.3788969966e-13,0.0000e+00,0.9687
