t,rhoc,errD,Mb,q00,q20,q22,vatm
113.815,1.2799999990e-03,4.882707e-16,1.5058467803e+00,1.5058254019e+00,-3.2092067582e-15,-6.2697327464e-16,0.0000e+00
114.840,1.2799999990e-03,4.882248e-16,1.5058467803e+00,1.5058254019e+00,-3.1536956069e-15,-8.5075260304e-16,0.0000e+00
115.866,1.2799999990e-03,4.892286e-16,1.5058467803e+00,1.5058254019e+00,-3.1536956069e-15,-8.5075260304e-16,0.0000e+00
116.891,1.2799999990e-03,4.897298e-16,1.5058467803e+00,1.5058254019e+00,-3.1536956069e-15,-8.5075260304e-16,0.0000e+00
117.916,1.2799999990e-03,4.898620e-16,1.5058467803e+00,1.5058254019e+00,-3.1536956069e-15,-8.5075260304e-16,0.0000e+00
118.942,1.2799999990e-03,4.902177e-16,1.5058467803e+00,1.5058254019e+00,-3.1536956069e-15,-8.5075260304e-16,0.0000e+00
119.967,1.2799999990e-03,4.902418e-16,1.5058467803e+00,1.5058254019e+00,-3.1536956069e-15,-9.6177490550e-16,0.0000e+00
120.993,1.2799999990e-03,4.906056e-16,1.5058467803e+00,1.5058254019e+00,-3.2092067582e-15,-9.8779575764e-16,0.0000e+00
122.018,1.2799999990e-03,4.914881e-16,1.5058467803e+00,1.5058254019e+00,-3.1814511826e-15,-1.1265736357e-15,0.0000e+00
123.043,1.2799999990e-03,4.920248e-16,1.5058467803e+00,1.5058254019e+00,-3.1814511826e-15,-1.2098403626e-15,0.0000e+00
124.069,1.2799999990e-03,4.927408e-16,1.5058467803e+00,1.5058254019e+00,-3.1814511826e-15,-1.2375959382e-15,0.0000e+00
125.094,1.2799999990e-03,4.928536e-16,1.5058467803e+00,1.5058254019e+00,-3.1814511826e-15,-1.2965765364e-15,0.0000e+00
126.119,1.2799999990e-03,4.944089e-16,1.5058467803e+00,1.5058254019e+00,-3.2924734850e-15,-1.4284155205e-15,0.0000e+00
127.145,1.2799999990e-03,4.957211e-16,1.5058467803e+00,1.5058254019e+00,-3.4034957875e-15,-1.5272947587e-15,0.0000e+00
128.170,1.2799999990e-03,4.974339e-16,1.5058467803e+00,1.5058254019e+00,-3.4034957875e-15,-1.6938282124e-15,0.0000e+00
