t,rhoc_rel,errD,Snorm,Mb_rel,vatm,rstar_R
79.50,9.89782820e-04,5.320918e-03,7.994092e-06,-9.7817309808e-12,1.1626e-01,1.1875
80.07,1.16020546e-03,5.406380e-03,8.002410e-06,-9.7826191592e-12,1.2179e-01,1.1875
80.64,1.37137461e-03,5.417082e-03,8.008410e-06,-9.7822860923e-12,1.2728e-01,1.1875
81.21,1.59626752e-03,5.425011e-03,8.010369e-06,-9.7822860923e-12,1.3273e-01,1.1875
81.78,1.80173832e-03,5.495226e-03,8.006941e-06,-9.7827301815e-12,1.3814e-01,1.1875
82.35,1.95563248e-03,5.490337e-03,7.996530e-06,-9.7829522261e-12,1.4350e-01,1.1875
82.93,2.03334358e-03,5.478372e-03,7.978097e-06,-9.7831742707e-12,1.4883e-01,1.1875
83.50,2.02186691e-03,5.395668e-03,7.950609e-06,-9.7828412038e-12,1.5412e-01,1.1875
84.07,1.92027135e-03,5.365676e-03,7.913081e-06,-9.7837293822e-12,1.5936e-01,1.1875
84.64,1.73674738e-03,5.324682e-03,7.864412e-06,-9.7833963153e-12,1.6457e-01,1.1875
85.21,1.48350723e-03,5.217748e-03,7.804357e-06,-9.7838404045e-12,1.6974e-01,1.1875
85.79,1.17135564e-03,5.155754e-03,7.732468e-06,-9.7840624491e-12,1.7491e-01,1.1875
86.36,8.05827980e-04,5.032008e-03,7.648869e-06,-9.7849506275e-12,1.8026e-01,1.1875
86.93,3.86223380e-04,5.003488e-03,7.555248e-06,-9.7842844937e-12,1.8557e-01,1.1875
87.50,-9.21553879e-05,4.911168e-03,7.455310e-06,-1.0213607737e-11,1.9083e-01,1.1563
88.07,-6.33290730e-04,4.868552e-03,7.353651e-06,-1.0213829782e-11,1.9605e-01,1.1563
88.65,-1.23486360e-03,4.816303e-03,7.255014e-06,-1.0214384893e-11,2.0122e-01,1.1563
89.22,-1.88371771e-03,4.750475e-03,7.140768e-06,-1.0214384893e-11,2.0635e-01,1.1563
89.79,-2.55397910e-03,4.646109e-03,7.001014e-06,-1.0214495916e-11,2.1143e-01,1.1563
90.36,-3.20855954e-03,4.502460e-03,6.859587e-06,-1.0215606139e-11,2.1647e-01,1.1563
90.93,-3.80365055e-03,4.362746e-03,6.717984e-06,-1.0214940005e-11,2.2147e-01,1.1563
91.51,-4.29502466e-03,4.230656e-03,6.584412e-06,-1.0215717161e-11,2.2671e-01,1.1563
92.08,-4.64465680e-03,4.109702e-03,6.470665e-06,-1.0215828183e-11,2.3198e-01,1.1563
92.65,-4.82633829e-03,4.004554e-03,6.385391e-06,-1.0216605340e-11,2.3720e-01,1.1563
93.22,-4.82940934e-03,3.920267e-03,6.335246e-06,-1.0216716362e-11,2.4236e-01,1.1563
